index,budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director
2578,20000000,Action Adventure Drama Thriller,8975,gangster boss wife war change iraq war,en,The Marine,low,13-10-2006,22165608,92.0,Released,War is Fine But The Fight Continues,The Marine,5.0,163,John Cena Kelly Carlson Robert Patrick Abigail Bianca Anthony Ray Parker,John Bonito
2579,15000000,Action Comedy,342521,hitman strip club african american gangster car chase,en,Keanu,low,21-04-2016,20566327,94.0,Released,"Kitten, please.",Keanu,6.0,421,Jordan Peele Keegan-Michael Key Tiffany Haddish Method Man Darrell Britt-Gibson,Peter Atencio
2580,15000000,Drama Romance,45272,suicide alcohol adultery country music bar,en,Country Strong,low,22-12-2010,20529194,117.0,Released,It doesn't matter where you've been as long as you come back strong.,Country Strong,5.9,80,Gwyneth Paltrow Garrett Hedlund Tim McGraw Leighton Meester Marshall Chapman,Shana Feste
2581,15000000,Mystery Horror Science Fiction,9424,suicide sex island nightmare chase,en,Disturbing Behavior,low,24-07-1998,17507368,84.0,Released,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,Disturbing Behavior,5.5,104,James Marsden Katie Holmes Nick Stahl Steve Railsback Bruce Greenwood,David Nutter
2582,15000000,Drama Crime,97367,corruption father son relationship carnival mechanic motorcycle,en,The Place Beyond the Pines,mid,20-03-2013,35485608,140.0,Released,If you ride like lightning you're gonna crash like thunder,The Place Beyond the Pines,6.8,1653,Ryan Gosling Bradley Cooper Eva Mendes Dane DeHaan Emory Cohen,Derek Cianfrance
2583,15000000,Crime Action Thriller,254904,cia retired agent,en,The November Man,mid,27-08-2014,32556119,108.0,Released,A spy is never out of the game.,The November Man,6.0,639,Pierce Brosnan Luke Bracey Olga Kurylenko Bill Smitrovich Amila Terzimehic,Roger Donaldson
2584,15000000,Drama Mystery Thriller,18681,beautiful woman serial killer secret service blindness,en,Eye of the Beholder,low,04-09-1999,0,109.0,Released,Obsession is in the eye of the beholder.,Eye of the Beholder,5.3,42,Ewan McGregor Ashley Judd Patrick Bergin k.d. lang Genevi\u00e8ve Bujold,Stephan Elliott
2585,15000000,Drama Thriller War,12162,sniper explosive loyalty u.s. army iraq,en,The Hurt Locker,mid,10-10-2008,42000000,131.0,Released,You'll know when you're in it.,The Hurt Locker,7.2,1840,Jeremy Renner Anthony Mackie Brian Geraghty Guy Pearce Ralph Fiennes,Kathryn Bigelow
2586,15000000,Fantasy Drama Horror Action Thriller,11495,fire telepathy intelligence college,en,Firestarter,low,11-05-1984,17080167,114.0,Released,Will she have the power... to survive?,Firestarter,5.9,173,David Keith Drew Barrymore Freddie Jones Heather Locklear Martin Sheen,Mark L. Lester
2587,15000000,Crime Thriller,64689,poker gambling robbery based on novel hitman,en,Killing Them Softly,mid,20-09-2012,37930465,97.0,Released,In America you're on your own.,Killing Them Softly,5.8,742,Brad Pitt Scoot McNairy Ben Mendelsohn James Gandolfini Ray Liotta,Andrew Dominik
2588,15000000,Thriller,157849,terror muslim intelligence immigrant torture,en,A Most Wanted Man,mid,25-07-2014,31554855,121.0,Released,,A Most Wanted Man,6.5,541,Philip Seymour Hoffman Rachel McAdams Robin Wright Daniel Br\u00fchl Willem Dafoe,Anton Corbijn
2589,0,Comedy,13166,wheelchair slacker sausage,en,Freddy Got Fingered,low,18-04-2001,0,87.0,Released,A touching story of a young man who desperately wants to make his daddy proud.,Freddy Got Fingered,4.6,115,Tom Green Rip Torn Marisa Coughlan Eddie Kaye Thomas Harland Williams,Tom Green
2590,0,Adventure Animation Comedy Science Fiction Family,15511,brother brother relationship hostage vegetable children pirate,en,VeggieTales: The Pirates Who Don't Do Anything,low,11-01-2008,0,85.0,Released,,VeggieTales: The Pirates Who Don't Do Anything,5.9,25,Phil Vischer Mike Nawrocki Cam Clarke Laura Gerow Yuri Lowenthal,Mike Nawrocki
2591,15000000,Music Documentary,37003,,en,U2 3D,low,19-05-2007,22730842,85.0,Released,Hear See Experience,U2 3D,6.7,10,Bono The Edge Adam Clayton  Larry Mullen Jr.,Mark Pellington
2592,25000000,Action Fantasy Science Fiction,12211,loss of lover antiquary loss of powers death of a friend immortality,en,Highlander: Endgame,low,01-09-2000,15843608,87.0,Released,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",Highlander: Endgame,4.4,104,Christopher Lambert Bruce Payne Adrian Paul Donnie Yen Lisa Barbuscia,Douglas Aarniokoski
2593,0,Crime Drama Music,13816,mortician tied to chair song and dance piano lesson fisticuffs,en,Idlewild,low,25-08-2006,0,121.0,Released,,Idlewild,5.1,17,Andr\u00e9 Benjamin Paula Patton Terrence Howard Faizon Love Malinda Williams,Bryan Barber
2594,15000000,Drama Romance,51828,based on novel comedian job love male female relationship,en,One Day,low,02-03-2011,59389433,107.0,Released,Twenty years. Two people.,One Day,7.0,978,Anne Hathaway Jim Sturgess Patricia Clarkson Ken Stott Romola Garai,Lone Scherfig
2595,15000000,Drama,22798,sport roller derby duringcreditsstinger woman director,en,Whip It,blockbuster,13-09-2009,16633035,111.0,Released,Be Your Own Hero,Whip It,6.7,357,Ellen Page Alia Shawkat Kristen Wiig Drew Barrymore Shannon Eagen,Drew Barrymore
2596,15000000,Crime Thriller,7501,montana sheriff pile of dead bodies money mobster,en,Knockaround Guys,low,07-09-2001,12000000,92.0,Released,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,5.9,97,Barry Pepper Andy Davoli Seth Green Vin Diesel John Malkovich,Brian Koppelman
2597,0,Action Comedy Thriller Crime,10743,grifter con big con con game premarital sex,en,Confidence,low,25-04-2003,0,97.0,Released,It's not about the money. It's about the money.,Confidence,6.4,126,Edward Burns Rachel Weisz Morris Chestnut Dustin Hoffman Andy Garc\u00eda,James Foley
2598,0,Fantasy Comedy,37718,screenwriter muse,en,The Muse,low,27-08-1999,0,97.0,Released,In Goddess we trust.,The Muse,5.3,31,Albert Brooks Sharon Stone Andie MacDowell Jeff Bridges Cybill Shepherd,Albert Brooks
2599,20000000,Drama Music,15237,musical biography hollywood theater,en,De-Lovely,low,02-07-2004,0,125.0,Released,,De-Lovely,6.3,32,Kevin Kline Ashley Judd Jonathan Pryce Kevin McNally Sandra Nelson,Irwin Winkler
2600,15000000,Comedy Drama Romance,9686,new york mother hotel robbery jealousy,en,New York Stories,low,10-03-1989,0,124.0,Released,"One city, three stories tall.",New York Stories,6.2,64,Woody Allen Marvin Chatinover Mae Questel Mia Farrow Molly Regan,Francis Ford Coppola
2601,0,Family,17644,,en,Barney's Great Adventure,low,01-01-1998,0,76.0,Released,,Barney's Great Adventure,2.9,8,,Steve Gomer
2602,15000000,Action,97430,blacksmith brothel femme fatale violence ancient china,en,The Man with the Iron Fists,low,02-11-2012,15608545,96.0,Released,You can't spell Kung Fu without F and U!,The Man with the Iron Fists,5.2,358,Russell Crowe Lucy Liu Jamie Chung RZA Zhu Zhu,RZA
2603,15000000,Drama Comedy Romance,12257,waitress infidelity planned murder pregnancy and birth funeral,en,Home Fries,low,25-11-1998,10443316,93.0,Released,A long shot romance in a short order world.,Home Fries,4.8,32,Drew Barrymore Catherine O'Hara Luke Wilson Jake Busey Shelley Duvall,Dean Parisot
2604,0,Romance,13539,car race private school diner,en,Here On Earth,low,23-03-2000,0,96.0,Released,,Here On Earth,5.4,48,Leelee Sobieski Chris Klein Josh Hartnett Michael Rooker Annie Corley,Mark Piznarski
2605,15000000,Comedy Science Fiction,68,bureaucracy police state terror great britain dream,en,Brazil,mid,20-02-1985,0,132.0,Released,It's only a state of mind.,Brazil,7.5,861,Jonathan Pryce Robert De Niro Katherine Helmond Ian Holm Bob Hoskins,Terry Gilliam
2606,15000000,Music Drama Romance,14024,music life's dream aspiring singer singer teenager,en,Raise Your Voice,low,10-08-2004,14867514,103.0,Released,Don't Hold Back ...Don't Give Up.,Raise Your Voice,6.0,211,Hilary Duff Oliver James David Keith Johnny Lewis Rita Wilson,Sean McNamara
2607,15000000,Comedy Crime,115,white russian dude bowling vietnam veteran carpet,en,The Big Lebowski,mid,06-03-1998,46189568,117.0,Released,Times like these call for a Big Lebowski.,The Big Lebowski,7.8,2926,Jeff Bridges John Goodman Julianne Moore Steve Buscemi Philip Seymour Hoffman,Joel Coen
2608,15000000,Drama,7874,southern usa blues military service independent film,en,Black Snake Moan,low,08-12-2006,10903846,116.0,Released,To save his soul he must save hers.,Black Snake Moan,6.6,243,"Samuel L. Jackson Christina Ricci Justin Timberlake S. Epatha Merkerson John Cothran, Jr.",Craig Brewer
2609,15000000,Action Crime Drama Thriller,4911,corruption police brutality riot ghetto street war,en,Dark Blue,low,14-12-2002,9237470,118.0,Released,"1992, L.A is at boiling point. One cop's turning up the heat",Dark Blue,6.5,85,Kurt Russell Scott Speedman Michael Michele Brendan Gleeson Ving Rhames,Ron Shelton
2610,16000000,Drama Thriller,1988,terror journalism new love sadness fbi,en,A Mighty Heart,low,01-01-2007,18928871,100.0,Released,One woman dared to keep hope alive,A Mighty Heart,6.7,95,Angelina Jolie Dan Futterman Irrfan Khan Archie Panjabi Denis O'Hare,Michael Winterbottom
2611,15000000,Drama Comedy Romance,16222,,en,Whatever It Takes,low,31-03-2000,9902115,94.0,Released,How low will they go to get the girls of their dreams?,Whatever It Takes,5.0,37,Jodi Lyn O'Keefe Shane West Marla Sokoloff James Franco Aaron Paul,David Raynr
2612,20000000,Comedy,9557,gay bikini cruise ship babes,en,Boat Trip,low,01-10-2002,8586376,94.0,Released,"... once you're on, you'll want to get off...",Boat Trip,4.7,146,Cuba Gooding Jr. Horatio Sanz Roselyn S\u00e1nchez Vivica A. Fox Maurice Godin,Mort Nathan
2613,0,Comedy Drama History Romance,9026,new love country estate country house false identity beguilement,en,The Importance of Being Earnest,low,17-05-2002,0,97.0,Released,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,The Importance of Being Earnest,6.7,127,Rupert Everett Colin Firth Reese Witherspoon Judi Dench Tom Wilkinson,Oliver Parker
2614,0,Comedy Drama Fantasy Romance,57943,,en,The Love Letter,low,01-02-1998,0,98.0,Released,A letter from the past would change their future forever.,The Love Letter,4.7,3,Campbell Scott Jennifer Jason Leigh David Dukes Estelle Parsons,Dan Curtis
2615,0,Drama Family,18276,owl teenager animal protection based on young adult novel,en,Hoot,low,05-05-2006,0,91.0,Released,It's time to stand up for the little guys.,Hoot,5.5,44,Luke Wilson Logan Lerman Brie Larson Tim Blake Nelson Cody Linley,Wil Shriner
2616,15000000,Comedy Drama Crime,8321,bruges belgium town square vietnamese canadian stereotype skinned alive,en,In Bruges,mid,08-02-2008,34533783,107.0,Released,Shoot first. Sightsee later.,In Bruges,7.4,1388,Colin Farrell Brendan Gleeson Ralph Fiennes Cl\u00e9mence Po\u00e9sy Thekla Reuten,Martin McDonagh
2617,15,Comedy,72359,duringcreditsstinger woman director,en,Peeples,low,09-05-2013,0,95.0,Released,,Peeples,5.6,26,Craig Robinson Kerry Washington David Alan Grier S. Epatha Merkerson Tyler James Williams,Tina Gordon Chism
2618,15000000,Comedy Music,10186,1970s drums groupie musical rock,en,The Rocker,low,20-08-2008,8762890,102.0,Released,Opportunity rocks.,The Rocker,5.6,156,Rainn Wilson Josh Gad Christina Applegate Emma Stone Teddy Geiger,Peter Cattaneo
2619,15000000,Comedy,25704,career family unemployment woman director graduation speech,en,Post Grad,low,21-08-2009,6405245,89.0,Released,A Pre-Life Crisis.,Post Grad,5.0,100,Alexis Bledel Zach Gilford Rodrigo Santoro Jane Lynch Carol Burnett,Vicky Jenson
2620,15000000,Drama,133694,small town campaign salesman farmland natural gas,en,Promised Land,low,23-09-2012,8138788,106.0,Released,What's your price?,Promised Land,6.0,243,Matt Damon John Krasinski Frances McDormand Rosemarie DeWitt Lucas Black,Gus Van Sant
2621,15000000,Comedy Romance,19265,love at first sight runaway age difference naivety christian,en,Whatever Works,mid,19-06-2009,35097815,92.0,Released,A new comedy,Whatever Works,6.8,350,Larry David Evan Rachel Wood Adam Brooks Michael McKean Lyle Kanouse,Woody Allen
2622,15000000,Thriller,36047,woman director,en,The In Crowd,low,19-07-2000,5217498,105.0,Released,What would you do to get in?,The In Crowd,4.7,15,Susan Ward Lori Heuring Matthew Settle Nathan Bexton Tess Harper,Mary Lambert
2623,15000000,Adventure Crime Drama Mystery Western,8053,border patrol united states\u2013mexico barrier promise desert,en,The Three Burials of Melquiades Estrada,low,17-11-2005,12036149,121.0,Released,Nobody is beyond redemption.,The Three Burials of Melquiades Estrada,7.0,177,Tommy Lee Jones Barry Pepper Dwight Yoakam January Jones Melissa Leo,Tommy Lee Jones
2624,0,Comedy Drama History,2290,jewry schutzstaffel jewish life jewish ghetto,en,Jakob the Liar,low,16-09-1999,0,120.0,Released,"When all hope was lost, he invented it.",Jakob the Liar,6.0,90,Robin Williams Armin Mueller-Stahl Hannah Taylor-Gordon \u00c9va Ig\u00f3 Istv\u00e1n B\u00e1lint,Peter Kassovitz
2625,15000000,Action Comedy Crime Mystery,5236,detective loser custody battle shooting thief,en,Kiss Kiss Bang Bang,mid,05-09-2005,15785148,103.0,Released,SeX. MurdEr. MyStery. Welcome to the party.,Kiss Kiss Bang Bang,7.2,886,Robert Downey Jr. Val Kilmer Michelle Monaghan Corbin Bernsen Dash Mihok,Shane Black
2626,25000000,Thriller Comedy Horror,6552,teenager attic knitting needle noise complaint crawling hand,en,Idle Hands,low,30-04-1999,4152230,92.0,Released,The touching story of a boy and his right hand.,Idle Hands,6.1,182,Devon Sawa Seth Green Jessica Alba Vivica A. Fox Christopher Hart,Rodman Flender
2627,15000000,Thriller Drama Mystery,1018,schizophrenia identity amnesia loss of sense of reality suppressed past,en,Mulholland Drive,mid,16-05-2001,20117339,147.0,Released,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,Mulholland Drive,7.6,1477,Naomi Watts Laura Harring Ann Miller Dan Hedaya Justin Theroux,David Lynch
2628,0,Drama Fantasy Horror Romance,10075,chocolate werewolf woman director interspecies romance animal horror,en,Blood and Chocolate,low,26-01-2007,0,98.0,Released,The hunt never tasted so sweet.,Blood and Chocolate,5.4,87,Agnes Bruckner Hugh Dancy Katja Riemann Olivier Martinez Bryan Dick,Katja von Garnier
2629,22000000,Comedy Drama Romance,38031,,en,You Will Meet a Tall Dark Stranger,low,23-05-2010,0,98.0,Released,,You Will Meet a Tall Dark Stranger,5.8,251,Gemma Jones Anthony Hopkins Naomi Watts Josh Brolin Antonio Banderas,Woody Allen
2630,15000000,Drama Romance Science Fiction,42188,soul based on novel sadness forgiveness dystopia,en,Never Let Me Go,mid,15-09-2010,9455232,104.0,Released,These students have everything they need. Except time.,Never Let Me Go,6.8,737,Carey Mulligan Andrew Garfield Keira Knightley Domhnall Gleeson Andrea Riseborough,Mark Romanek
2631,0,Drama,112430,miniseries,en,The Company,low,05-08-2007,0,276.0,Released,,The Company,7.0,12,Chris O'Donnell Alfred Molina Michael Keaton Rory Cochrane Alessandro Nivola,Mikael Salomon
2632,15000000,Thriller Crime Mystery,6687,china married couple backpacker firearm police,en,Transsiberian,low,18-01-2008,5926410,111.0,Released,You can't escape your lies.,Transsiberian,6.5,195,Woody Harrelson Emily Mortimer Kate Mara Eduardo Noriega Thomas Kretschmann,Brad Anderson
2633,15000000,Adventure Drama,13853,stone age tribe cavemen prehistoric adventure prehistoric times,en,The Clan of the Cave Bear,low,17-01-1986,0,98.0,Released,"At The Dawn Of Mankind, A Woman Led The Way.",The Clan of the Cave Bear,4.8,27,Daryl Hannah Pamela Reed James Remar Thomas G. Waites John Doolittle,Michael Chapman
2634,0,Comedy Drama,31306,,en,Crazy in Alabama,low,22-10-1999,0,111.0,Released,,Crazy in Alabama,6.5,12,Melanie Griffith David Morse Lucas Black Cathy Moriarty Meat Loaf,Antonio Banderas
2635,15000000,Horror Thriller Crime,8461,brother brother relationship boat psychopath vacation murder,en,Funny Games,low,20-10-2007,7938872,112.0,Released,Let the games begin...,Funny Games,6.3,545,Naomi Watts Tim Roth Michael Pitt Brady Corbet Devon Gearhart,Michael Haneke
2636,0,Drama Thriller Science Fiction,331592,secret telepathy technology invention government,en,Listening,low,11-09-2015,0,100.0,Released,Hide your thoughts.,Listening,5.5,31,Thomas Stroppel Artie Ahr Amber Marie Bollinger Christine Haeberman Steve Hanks,Khalil Sullins
2637,0,Drama,47692,suspense series of murders,en,Felicia's Journey,low,24-11-1999,0,116.0,Released,,Felicia's Journey,6.6,23,Bob Hoskins Elaine Cassidy Arsin\u00e9e Khanjian Peter McDonald Gerard McSorley,Atom Egoyan
2638,92620000,Drama Science Fiction,19,man vs machine underground world inventor metropolis worker,de,Metropolis,mid,10-01-1927,650422,153.0,Released,There can be no understanding between the hands and the brain unless the heart acts as mediator.,Metropolis,8.0,657,Brigitte Helm Alfred Abel Gustav Fr\u00f6hlich Rudolf Klein-Rogge Fritz Rasp,Fritz Lang
